timestamp,src_ip,dest_ip,domain,bytes,user
2026-04-02 10:31:45,10.0.0.8,13.205.106.90,youtube.com,47470955,carol
2026-04-02 12:57:15,10.0.0.8,13.54.209.48,zendesk.com,7979031,carol
2026-04-02 13:09:50,10.0.0.10,13.178.78.139,salesforce.com,32964557,eve
2026-04-02 15:19:01,10.0.0.13,13.179.72.215,fastly.net,48777814,henry
2026-04-02 13:19:42,10.0.0.12,13.238.61.141,stackoverflow.com,34052453,grace
2026-04-02 11:59:14,10.0.0.10,13.4.36.91,spotify.com,3581258,eve
2026-04-02 11:55:44,10.0.0.22,13.83.182.117,google.com,29364057,oscar
2026-04-02 09:46:32,10.0.0.9,13.59.86.76,teams.microsoft.com,43441787,dave
2026-04-02 11:59:59,10.0.0.22,13.215.89.34,google.com,5662817,oscar
2026-04-02 11:50:16,10.0.0.9,13.153.55.107,linkedin.com,6875280,dave
2026-04-02 10:39:44,10.0.0.19,13.209.69.165,teams.microsoft.com,21451938,mallory
2026-04-02 09:11:44,10.0.0.22,13.71.63.63,sharepoint.com,12956657,oscar
2026-04-02 14:51:33,10.0.0.12,13.103.20.162,cloudflare.com,37780354,grace
2026-04-02 12:17:37,10.0.0.8,13.94.18.58,youtube.com,49675564,carol
2026-04-02 09:53:47,10.0.0.10,13.246.76.208,zoom.us,47717963,eve
2026-04-02 10:42:06,10.0.0.31,13.39.33.200,microsoft.com,33789508,pat
2026-04-02 14:19:41,10.0.0.13,13.93.3.147,teams.microsoft.com,24969989,henry
2026-04-02 13:52:11,10.0.0.14,13.225.45.192,salesforce.com,7229339,ivan
2026-04-02 10:16:09,10.0.0.19,13.57.36.29,stackoverflow.com,32671992,mallory
2026-04-02 08:34:41,10.0.0.12,13.34.32.110,akamai.com,27507565,grace
2026-04-02 10:06:40,10.0.0.22,13.217.236.174,fastly.net,15841822,oscar
2026-04-02 12:41:15,10.0.0.13,13.178.184.205,office365.com,17406233,henry
2026-04-02 12:30:52,10.0.0.9,13.15.60.79,sharepoint.com,47608346,dave
2026-04-02 10:54:52,10.0.0.13,13.35.239.237,salesforce.com,47199103,henry
2026-04-02 13:18:07,10.0.0.5,13.189.24.121,youtube.com,26706560,alice
2026-04-02 14:16:23,10.0.0.22,13.51.223.120,youtube.com,31524154,oscar
2026-04-02 14:17:29,10.0.0.6,13.230.156.225,google.com,15839169,bob
2026-04-02 08:17:38,10.0.0.6,13.63.20.183,linkedin.com,18988031,bob
2026-04-02 09:26:03,10.0.0.6,13.197.150.32,google.com,42727352,bob
